comment_id,comment,post_id
334,اجراءات بتاخد من اسبوع ل عشر ايام يافندم والاجراءات كلها ساهله,105
335,حسن أبو علي,106
336,برجاء توضيح طبيعة القرض المطلوب,106
337,؟؟,107
338,مش محتاج ضمان ! المهم حسابك يبقى فيه رصيد,107
339,المعهد المصرفي تبع البنك المركزي المصري,108
340,مسموح طبعا,109
341,عادي,109
342,مسموح في حدود 60 ألف فقط,109
343,مسموح بضمان ال١٠٠ الف المتبقية\nالا لو عندك مشاكل في سداد القرض الحالي,109
344,لمزيد من التفاصيل والتقديم علي القرض عبر موقعنا يرجي زيارة الرابط التالي\nhttps://www.bankygate.com/banky/bankProducts/22?productId=1,112
345,لازم تتواصل مع خدمة العملاء فى اقرب وقت لتقديم طلب ايقاف البطاقة,113
346,احمد علي متولي,114
347,الفائدة على القرض بضمان الشهادة تكون اعلى من فائدة الشهادة بنسبة تتراوح من ٣ الى ٤٪,114
348,يمكنك الاستعلام عن كافة أرصدة حساباتك وإجراء معاملاتك البنكية عبر خدمة الانترنت البنكي أو الموبايل بانكنج,115
349,"او يبقي مدة ميتعاملش ع الحساب ، اكثر من ٦ شهور او سنة مثلا",116
350,"فوائد شهادات الإدخار تختلف من بنك لأخر، كما تختلف وفقا لدورية الصرف،\nتقدر تختار المدة ودورية الصرف اللي تناسبك، ولمزيد من التفاصيل حول الشهادات، كما يمكنك طلب الشهادة أيضا عبر موقعنا من الرابط التالي\nhttps://www.bankygate.com/banky/products/Certificate-Deposit",118
351,التلات سنين الأهلي و مصر و القاهرة و qnb ١٢ %\nأما الخمس سنين qnb ده أعلى فايدة في كل البنوك دلوقتي 12%,118
352,القاهرة,118
353,"موظف أو غير موظف ❌🧑🏻‍💻... بتحويل الراتب أو بدون تحويل 💵❌\nعشان متتعبش وتدور كتير ع القرض اللي أنت محتاجه، في #بنكي جمعنالك تفاصيل القرض الشخصي في كل البنوك المصرية 🏛في مكان واحد\nعشان تختار القرض والبنك الأفضل ليك\nكل ا…See More",119
354,م,120
355,ن,120
356,نفس المشكلة دية معايا ف بنك المشرق\nمع العلم ليا رصيد ف البنك 700ج والبطاقة عملت مديونية كبيرة ومقفلوش. البطاقة رغم انى مسدد القرض ولغيت البطاقة,120
357,حقيقى قرض سيارة وسدت قبل المعاد وقفلت البطاقة ودافع بزيادة وليا رصيد وف الاخر 50ج عملت مديونية 2000,120
358,قدم شكوى في البنك المركزي,120
359,معاك المخالصه؟,120
360,حضرتك الاول لازم تطلع شهاده مديونيه من البنك نفسه بعد ما تدفع ال1600 جنيه ان كده مافيش عليك اي مديونيه وانك قفلت الفيزا تاخد الشهاده دي وتطلع بيها ع الايسكور نفسه في القريه الذكيه تحكلهم مشكلتك وهما بيعدلو القوائم السلبيه من عندهم بس تقريبا بيبقي بعد ماتقدم الورق بشهر,120
361,برجاء توضيح استفسارك,121
362,"موظف أو غير موظف ❌🧑🏻‍💻... بتحويل الراتب أو بدون تحويل 💵❌\nعشان متتعبش وتدور كتير ع القرض اللي أنت محتاجه، في #بنكي جمعنالك تفاصيل القرض الشخصي في كل البنوك المصرية 🏛في مكان واحد\nعشان تختار القرض والبنك الأفضل ليك\nكل ا…See More",124
363,ازاى احمل التطبيق على الموبيل لو سمحت,125
364,يعنى انت دافع 400 جنيه زياده بمعنى لو قسط الشهر ال جاى 2000 جنيه اعمل إيداع ل1600 بس,125
365,عندي واحدة ليمت ١٢ الف كنت عملت عملية با المبلغ كلو قسط ومتبقي ٥٠٠ دفت رسوم الفايدة الاول ودفعت شهر من القسط بستعلم عن الرصيد لقيت الرصيد ١٢٥٠٠ والمتاح ٥٠٠ بصراحة مش فاهم هام مش المفروض الشهر القسط ينزلي في حسابي مع ال٥٠٠ المتبقية ؟,125
366,"رصيد الحساب هو إجمالي الرصيد الحالي الموجود إما في حساب الشركة أو في الحساب الشخصي\nالرصيد المتاح هو مقدار الأموال المتوفرة في الحساب في وقت الوصول إليه. وهذا يعني أنه عندما يتم إجراء معاملة إما باستخدام بطاقة خصم أو إيداع ودائع أو عمليات سحب من خلال أجهزة الصراف الآلي ، سيتم تحديثها على الفور",125
367,كدا حضرتك مستخدم فوق اللمتد بتاع الفيزا مبلغ ٤٠٠ جم,125
368,اب,126
369,اب,126
370,اب,126
371,ش,126
372,الشروط المطلوبة\n– الجنسية المصرية أو الإقامة بالنسبة للأجانب .\n– حد أدني للعمر 21 سنة للبطاقات الأصلية .…See More,126
373,كل تفاصيل البطاقات المتاحة في كل البنوك المصرية هتلاقيها على بنكي\nhttps://bankygate.com/banky/products/Cards\nكمان تقدر تقدم على البطاقة اللي تعجبك من خلال موقعنا,127
374,اكتر عروض CIB طبعا ولو عاوزة اى معلومات عن استخراجها تحت امرك,127
375,15 في اليوم من عل Atm,128
376,"50,000 من الشباك و 20,000 من atm",128
377,تقريباً وصل 20000,128
378,"50 الف جنيه لو حساب عادي ، لو قرض هيدك تريليون جنيه لو عايز",128
379,شباك 50 .. وماكينة 20 ..,128
380,20 ألف جنيه من atm\n50 ألف جنيه من الفرع,128
381,كل تفاصيل قروض المهن الحرة هتلاقيها موجودة على موقعنا\nادخل اختار القرض اللي يناسبك من البنك اللي يناسبك\nكمان تقدر تقدم على القرض من خلال موقعنا…See More,129
382,هو ينفع قرض بدون عمل لعمل مشروع,129
383,لازم اثبات دخل,129
384,نشاطك ايه\nومكانك فين\nممكن تكلمني على 01090943999,129
385,تفصل,129
386,نوع النشاط اية وفين,129
387,اشكر حضراتكم بالنسبه لعروض البنك وللرد علي استفسار حضراتكم\nعندي سجل صناعي مصنع جلود وكشف حساب تجاري وكل الاوراق المطلوبه جاهزه لكن انا بتاسف مسافر خارج مصر حاليا وسوف اتواصل والتعامل مع المبادره 5 بالمائه بالنسبه للقرض فقط,129
388,برجاء توضيح استفسارك,130
389,ياريت انا كمان,131
390,ممكن حضرتك توضح استفسارك ؟,131
391,متابع,133
392,ممكن تابع اى بنك تاني على حسب عدد الموظفين وراس المال,133
393,ممكن تفاصيل,134
394,تقدر تقترض من خلال مبادرة المركزي بفائدة تبدأ من 5 %\nواللي هتلاقي تفاصيلها في اللينك ده\nhttps://bankygate.com/Banky/Products/Corporate-Loan...,135
395,لمزيد من التفاصيل حول قرض أصحاب المعاشات والتقديم على القرض عبر موقعنا يرجي زيارة الرابط التالي\nhttps://www.bankygate.com/Banky/Products/Personal-Loan...,136
396,برجاء توضيح طبيعة القرض المطلوب لإفادة أكبر,137
397,مفيش حاجه كده.,137
398,لمزيد من التفاصيل والتقديم علي القرض عبر موقعنا يرجي زيارة الرابط التالي\nhttps://bankygate.com/banky/bankproducts/19?productId=1,138
399,حضرتك انا استلمت فيزا مشتريات من امبارح عايز انشطها لكن رقم خدمة العملاء مش شغالة ١٩٨٨٨ ايه الحل,139
400,ليا استفسار كيف استخدم فيزا مشتريات بضمان شهادة ٤٠٠٠,139
401,الفائدة تحتسب علي أقل رصيد بالحساب,142
402,بالظبط,142
403,كام نسبة الفايده,142
404,الفايدة بتتحط علي ااقل مبلغ خلال الشهر..وبتتجمع وتضافلك في معادها...\nبمعني. ااقل مبلغ خلال شهر ٩ مثلا. 50 الف..يبقي تتحسب فايدة المبلغ ده\nااقل مبلغ خلال شهر ١٠. 40 الف...يبقي تتحسب فايدة المبلغ ده ...…See More,142
405,لمزيد من التفاصيل عن الودائع والتقديم عليها عبر موقعنا يرجي زيارة الرابط التالي\nhttps://www.bankygate.com/banky/products/Deposit,143
406,صندوق استثمار النقدى ذو العائد اليومى\nفى اى بنك,143
407,ممكن توضح لي تفاصيل اكتر ؟,143
408,توريد,143
409,م,143
410,م,144
411,م,144
412,"موظف أو غير موظف ❌🧑🏻‍💻... بتحويل الراتب أو بدون تحويل 💵❌\nعشان متتعبش وتدور كتير ع القرض اللي أنت محتاجه، في #بنكي جمعنالك تفاصيل القرض الشخصي في كل البنوك المصرية 🏛في مكان واحد\nعشان تختار القرض والبنك الأفضل ليك\nكل ا…See More",144
413,مينفعش حضرتك تعدى الحد الائتمانى للكارت,145
414,انا فيه ناس قالولي انهم جربوا الموضوع ونفع معاهم..هل حضرتك جربت قبل كده؟,145
415,لازم تتاكد الاول ان الكارت بيقبل الاوفر ليميت\nانا كنت بعمل كده في فيزا كريدت كارد تبع كريدي اجريكول,145
416,يوسف محمد البنك الاهلي روتيني وتقليدي لابعد الحدود متنتظرش منه اي تساهيل او مواكبه سريعه للعصر والتكنولوجيا الحاليه,145
417,حسب سياسه بنكك,145
418,اكيد حضرتك عندك ديبت كارد او بطاقة خصم من الحساب خليه للسحب الكاش والكريديت خليه للمشتريات ايه المشكلة ؟,145
419,قبل السفر... يجب الاتصال ع خدمة العملاء للبنك وابلاغهم بالدول المراد استخدام الكريدت والديبت كارد فيهم,145
420,ده صغيره ؟,146
421,اعمل كشف حساب لثلاث شهور\nحركه كتير سحب وايداع .\nوهتمشى معاك .…See More,146
422,عبد الرحمن احمد\nفى بنوك 3 واسأل,146
423,هو نشاطك ايه يا باشا,146
424,والبنك عمل معاينة ولا لا,146
425,من امتي الكلام ده,146
426,ينفع,147
427,حضرتك معاك اى كارت تانى من اى بنك؟,147
428,ينفع اكيد وبضمان الشهادة من غير ورق مجرد البطاقة والبنك الاهلي حبالهم طويلة اوي لو عندك صبر اعملها انا استلمتها بعد 3 شهور بالضبط انت وحضك,147
429,كل تفاصيل قروض المهن الحرة هتلاقيها موجودة على موقعنا\nادخل اختار القرض اللي يناسبك من البنك اللي يناسبك\nكمان تقدر تقدم على القرض من خلال موقعنا…See More,148
430,ممكن حد يتواصل معايا من بنك المشرق,148
431,طب وبالنسبه للثابته ؟,149
432,اعتقد لكن مش متاكد انه ممكن تشحن الكرت في شركة الكهرباء نفسها مش فوري ويكون الوصل فيه العنوان\n\nلكن اذا معتمد او لا معنديش فكرة,150
433,"او اذا مش معتمد، اعتقد ممكن يقبلوا منك عقد ايجار موثق",150
434,اب,151
435,المصرف المتحد,151
436,طيب ممكن تفاصيل,151
437,طالبين تسهيلات لازم ايداعات او تمويل مقابل التسهيلات وده موضوع لا يتم مناقشته الا في مقر البنك,151
438,انا بس عاوزه اتأكد من نظام تحويل المرتبات في البنك,151
439,المصرف المتحد\nفرع المساحه-الدقى,151
440,"أهلا بيك، برجاء توضيح طبيعة القرض المطلوب",152
441,الأهلي الكويتي اتفضل,152
442,فيه حساب بنكي,152
443,دلوقتي انت عايز موظف ولا عايز قرض 🤔,152
444,كل تفاصيل قروض المهن الحرة هتلاقيها موجودة على موقعنا\nادخل اختار القرض اللي يناسبك من البنك اللي يناسبك\nكمان تقدر تقدم على القرض من خلال موقعنا…See More,152
445,اتفضل يافندم,152
446,انا كنت عايزه قرض شخصى ٦٠ الف و مرتبى ٢٨٠٠,152
447,لو سمحتوا انا عايزه قرض ب٦٠ الف و معايا كشف حساب بنكى ب ٦ شهور و مختوم من البنك\nممكن حد يفيدني ؟,152
448,عايز اتواصل مع أحد من بنك. QNB,153
449,اهلا بيك ممكن حضرتك توضح استفسارك,153
450,احمد سلام,153
451,محاسب\nمرتب ٤٥٠٠\nمحتاج قرض ١٠٠٠٠٠…See More,154
452,انا مرتبى ٢٨٠٠ و معايا مفردات مرتب من البنك الاهلى مختومه ب ٦ شهور\nمدرسه فى مدرسه خاصه ..هل حينفع ؟,154
453,متاح للمقاولات,154
454,ممكن تواصل,154
455,موظف بالبترول\nحضرتك تبع بنك ايه\nممكن تفاصيل,154
456,سجل تجارى من 2005\nعايز قرض شخصى ممكن التفاصيل,154
457,ممكن اكلمك خاص,154
458,من فضللك عاوزة اعرف لو انا منتفعة بمعاش والدتي هل من حقي اخد قرض ولو ممكن منين,154
459,ممكن رقم التلفون,154
460,رقم تليفون حضرتك للاستفسار,154
461,اين,154
462,تابع ابي بنك واين مقركم,154
463,مهتم,154
464,موظف قطاع خاص مرتبي مش محول على أي بنك بقبض مانيوال,154
465,بنك ايه,154
466,موظف قطاع خاص المرتب5000 يتحول على البنك الاهلى شركة بريمير سرفيس,154
467,مدرس وعايز قرض,154
468,لاغيني,154
469,ممكن رقم التواصل خاص للضروره,154
470,فرحة عمري اقدر اساعد حضرتك ازاى؟,154
471,تفاصيل اكثر,154
472,ضياء السيد ما هى طبيعه العمل ؟,154
473,موظف قطاع خاص ممكن تواصل بحضرتك,154
474,لو مزرعه مواشي اخد قرض,154
475,حمدي عليوه عليوه يستلزم وجود سجل تجارى وكشف حساب بنكى,154
476,ولو على محل علاء ايه الورق المطلوب,154
477,لو سمحت ممكن تفاصيل لقرض 100000الف موظف قطاع عام,154
478,محمد الجمل لابد من حساب الدخل الشهرى الخاص بك اولا لتحديد الحد الائتمانى,154
479,عندي سجل بس مش عندي حساب,154
480,السلام عليكم,154
481,ابو احمد عليكم السلام اقدر اساعد حضرتك ازاى,154
482,بنك ايه حضرتك\nو هل الشروط و الضمانات بتختلف لو القرض وصل لاعلي حد 2000000 مثلا,154
483,التفاصيل,154
484,لو سمحت ممكن تفاصيل لقرض 100000الف موظف قطاع عام,154
485,يعني بديهي كده يبقي فيه طريقة تواصل او اسم البنك او اللي مهتم للاستفسارات رقم كذا لينك كذا لكن كده مبهم وعاوزين كل واحد يدخل يقولك شغال فين وبقبض كام وبرضو مبتديش الخلاصة اللي عااوز ينفذ هيبدأ اجراءاته منين؟!!!,154
486,حازم حازم عذرا يافندم,154
487,ممكن رقم للتواصل حضرتك ماقلتش بنك ايه عاوزا اقدم قطاع خاص,154
488,دة ازاي,154
489,مدير وشريك بشركة كيماويات,154
490,"كنت عايز مبلغ ٥٠ الف على ٣سنوات وممكن على سنتين،، موظف هيئة حكوميه، ودخل يتخطى ٤٠٠٠،ممكن اعرف الفائدة هتكون كام؟",154
491,ممكن لو سمحت رقم للتواصل مع حضرتك الاوراق كلها موجوده وعايزه اعرف تفاصيل اكتر,154
492,تفاصيل,154
493,لو في سجل تجاري وبطاقة ضربيه لكن مفيش حساب بنكي,154
494,موجود سجل 2007 وحساب,154
495,ده بجد,154
496,عاوز اعمل قرض موظف قطاع خاص,154
497,نور الشرقاوى طبيعه العمل داخل الشركه ؟,154
498,تفاصيل,154
499,فين اصحاب المعاشات,154
500,طيب لو انا في قطاع خاص والمرتب4000ايه المطلوب,154
501,ينفع اخد قرض بضمان شهاده في البنك الاهلي ؟والفايده ساعتها بتبقي كام ؟,154
502,تم,154
503,ابو السيد ما هى طبيعه العمل,154
504,بنك ايه\nوهل ينفع تطلع فيزا مشتريات ولا قروض بس,154
505,مهتم,154
506,عمرو الحسيني ما هى طبيعه العمل ؟,154
507,مهتم,154
508,لو في سجل تجاري وبطاقة ضربيه وحساب بنكي,154
509,مهتم جدآ وعايز قرض في سجل تجاري وبطاقة ضريبية ورخصة وحساب بنكي كمان,154
510,متابع,154
511,انا معايا فيزا تحويل مرتب,154
512,علاء الدين مي\nبنك المصرف المتحد,155
513,"احمد مرشد ، مدير - إدارة المعاملات المصرفية الخاصة البنك الأهلي المتحد و معاكوا في كل ما يتعلق ب إدارة الثروات و شرائح العملاء و أنواع الاستثمار",155
514,القائمة السلبية اتتلغى بعد السداد ينفع,155
515,محمود محمد صديق حسين حسب التعليمات الجديدة للمركزي ينفع,155
516,ياريت كل بنك يكلمنا عن التمويل العقارى اللى عنده وايه الطلبات والفايده كام لان بجد من اصعب الحاجات اللى بندوخ عليها ومش عارفين ناخد قرض ولاتمويل,155
517,محمد العسال من البنك العربي الافريقي الدولي,155
518,محمد نبيل\nمسئول اول خدمه عملاء ..بنك اسكندريه 🙋🙋,155
519,مصطفي انور - مسئول الاستقبال بنك مصر الاسلامي ومعاكوا ف المعلومات العامة عن الحسابات والشهادات الاسلاميه وكارت كنانة والمرابحات و حركات ATM اللي بتعلق احيانا والحل فيها,155
520,ناهد الخطيب\nبنك ناصر الاجتماعي 💪💪💪\nبنك كل المصريين⁦♥️⁩⁦♥️⁩⁦♥️⁩,155
521,سعيد عبدالسلام\nالبنك الزراعي المصري\nمسئول ائتمان,155
522,ليه بتوقفو التعليقات لازم نعرف كل بوست على كده,155
523,هادي الراوي\n\nادارة القروض الشخصيه وبطاقات الائتمان …See More,155
524,محمد مصطفي\nالبنك الأهلي المصري\nادارة القروض الشخصيه وبطاقات الائتمان,155
525,محمد علي\nمصرفي بنك مصر\nو معاكم في اي استفسارات,155
526,ممكن حد يتواصل معايا من بنك مصر بخصوص المشروعات فوق المتوسطة,155
527,الاوراق المطلوبة للمشروعات متناهية الصغر....,155
528,اسماء عبدالسلام\nبنك مصر\nمدير مبيعات,155
529,أبوالفتوح خليل\nالبنك الأهلي الكويتي,155
530,هدير حلمى\nالبنك المصرى لتنمية الصادرات,155
531,احمد فتحي بنك مصر,155
532,يريت نخلي البوت ده مثبت عشان اللي يحتاج حاجة معينة من بنك يرجع للبوست ده للسرعة,155
533,اشرف الطحان مدير فرع تنميه لتمويل المشروعات الصغيره,155
534,انا محتاج قرض 30 ألف ضروري,155
535,اهلا وسهلا بيك\nاللينك دا حضرتك هتلاقي عليه كل تفاصيل القروض\nhttps://www.bankygate.com/Banky/Products/Personal-Loan,155
536,مصطفي الكفراوي ABC Bank\nعندنا برامج قروض شخصيه مميزه جدا\nلموظفين البنوك …See More,155
537,تمام بعتزر جدا👍,155
538,مافيش حد بنك ناصر للاهميه ضروري جدا جدا لوسمحتم,155
539,"أهلا بحضرتك، برجاء توضيح استفسارك",155
540,بنك القاهره قروضها لحد كام السعر..,155
541,اهلا وسهلا بيك\nاللينك دا عليه كل تفاصيل القروض\nhttps://www.bankygate.com/Banky/Products/Personal-Loan,155
542,ممكن حد فبنك تنميه الصادرات والواردات EBE,155
543,"أهلا بحضرتك، برجاء توضيح استفسارك",155
544,محمد ممدوح اهلا وسهلا بيك,155
545,محمد عبدالوهاب\nأخصائي تمويل\nأمان فرع ابوالمطامير,155
546,الافوكاتو محمد عبدالوهاب اهلا وسهلا,155
547,اهلا بحضرتك يا فندم,155
548,محمد جلال مدير عام معاش البنك الاهلى المصرى,155
549,جلال الديباوي اهلا وسهلا بحضرتك,155
550,بنك مصر\nمحلل ائتماني - لتمويل المشروعات الصغيرة والمتوسطة,155
551,كيرلس صلاح بنك المشرق\nكريدت كارد,155
552,عايز قرض شخصى وانا موظف ومرتبى مقسوم على بنك القاهره والاهلى واجمالى المرتب 5500,155
553,حسين العدوي\nالبنك الاهلي المصري\nمسؤل العمليات,155
554,عاوز اعرف القرض بضمان ارض زراعيه,155
555,ممكن أي زميل من خدمة عملاء CIB,155
556,حازم رميح المصرية لتنمية المشروعات الصغيرة والمتوسطة الاسكندريه لتجهيز الملف الائتماني واستخراج البطاقة الضريبة والسجل التجاري وعقد التاسيس الشركة,155
557,اهلا وسهلا 🙏🏻,155
558,البنك الاهلي المصري\nإدارة الانتمان الخاصة بالقروض الشخصية و الكريدت كارد,155
559,اهلا وسهلا بحضرتك 🙏🏻,155
560,محمود نصر الدين موظف مبيعات بنك ابو ظبي الاول\nاي حد من الجروب محتاج اي استفسار او اي خدمة تحت امركم في اي وقت,155
561,"اهلا وسهلا بيكي\n\nبتتميز فيزا إنترنت البنك الأهلي المصري بأنها صالحة للاستخدام لمدة سنتين، كما أنها تُمكن حامليها من متابعة الرصيد وعمليات الشراء الخاصة بهم من خلال موقع البنك الأهلي المصري على الإنترنت، والمستندات المطلوبة للحصول على فيزا الأهلي نت هي صورة من البطاقة الشخصية على أن سارية المفعول، أو صورة من جواز السفر الموضح به الرقم القومي.",156
562,هل لو تقسيط عن طريق شركة ينفع ؟,157
563,اى بنك حضرتك,157
564,عبدالعزيز غانم عبدالعزيز حجازى saib bank,157
565,ممكن اعرف مكانوا فين او ده اختصار لاى علشان سئلت عليه كتير محدش عرفوا,157
566,انا عليا 13الف في بنك ناصر ممكن تسددهم والقسط كام,157
567,قرض بضمان شهادات ينفع,157
568,يعنى اية سداد مديونية,157
569,عايز اشترك في saib wallet بدون ما اورح الفرع علما اني مليش حساب عندهم,157
570,انا معاش ممكن اسدد باقي القرض abk,157
571,ايه طريقه إلى الغي الاسكور من علي الاسم أو المده عمارات الحساب منتظم,157
572,هل في شراء مديونيات بطاقات ائتمان لديكم,157
573,كم سنة السداد,157
574,انا واخد قرض سياره بضمان شهاده وعدي اكتر من سنه\nايه المطلوب ؟,157
575,"نعم، يمكنك الاقتراض بضمان الشهادة من 80 إلى 95% من قيمتها وفقا لسياسة كل بنك",158
576,"كل ما اقدم الاروق لعشان القرض ، البنك يقولي الطلب اترفض علشان مفيش تعاملات في المنطقة\nينفع كدا",158
577,🤔🤔🤔🤔 المواعيد اتعدلت؟؟,159
578,لو سمحت الورق جاهز قطاع خاص اقدمه فرع ايه,159
579,المقاولات محظوره من شهر ٢ تقريبا عندكم,160
580,ماهو ف بنوك فاتحه للمقاولات عندكم مغلق قبل ازمه كورونا,160
581,بنك ايه لوتسمح,160
582,لو سمحت اقدر اجي امتي اقدم علي طلب تقسيط سياره ؟,160
583,م,160
584,عندي مكتب استيراد وتصدير\nعندي معاش 11500\nمحتاج تمويل او قرض محتاح افتح محل دهب,160
585,مصري ال يوسرسيف\nسجل تجاري بطاقه ضربييه و كشف حساب بنك سنه,160
586,مفيش مشكله موجود سحل تجاري وبطاقه ضريبيه وكشف حساب ولكن المكتب انشاءته ولكن نشاط غير قايم,160
587,شغال ف مكتب القبض يدوي مفيش تحويل متاح اقدم,160
588,طب بالنسبة لتمويل السيارات ممكن تفاصيل عن مبادراته زي اللي حضرتك بعتها للتمويل التجاري,160
589,١٠٠ الف ع كام سنه,160
590,ممكن رقم تليفون ؟,160
591,مالهوش فرع فى قنا ؟\nوهل لو عاوز اقسط عربيه اعمل ايه\nوشركة غير متكوده,160
592,أقرب فرع سوهاج,160
593,ولو واخد قرض ممكن اخود قرض جديد,160
594,ابو ادهم واياد الظنينى حسب دخلك,160
595,تفاصيل عن قرض سدد مديونية,160
596,لازم للاصحاب السجل والبطاقة الضريبيه كشف حساب,160
597,تفاصيل عن قرض,160
598,أحمد عبدالعال النقادى مكتوب بالبوست,160
599,لو شركه فيها سجل تجاري وبطاقة ضريبيه اكبر مبلغ كام,160
600,محمد ثروت\nكشف حساب بنك سنه,160
601,الكلام ده الايام دى\nوهل فيه بنك بيدى قرض يوصل قسطه لنصف المرتب,160
602,أسامة رمضان\n٥٠ ٪ من دخلك\nده قانون البنك المركزي,160
603,لو انا واخد قرض من بنك QNBالاهلي وعليا مثلا 50000الف وعايز اغير واحول مرتبي عندك يبقي كدا البنك هيسددالمبلغ هوا هوا ولا في فوائد تاني,160
604,ممكن رقم للتواصل,160
605,بخصوص التمويل,160
606,محمد عاطف,160
607,السلام عليكم انا علي المعاش وعلي قرض من بنك وباقي سنتين عاوز قرض لشراء شقه انا من الاسكندريه,160
608,علاء الدين علام أسف لا يوجد عندنا,160
609,طب لو حبيت اخد قرض علشان اعمل مشروع صغير هل ممكن ولا لا,160
610,طيب لوحبيت اخد القرض اعمل اية,160
611,حتي لو موظف في قطاع خاص ومؤمن عليه,160
612,لو مش متاح فاتورة خدمات كهربا او غاز\nممكن مفردات مرتب + كشف حساب بنكي ؟,160
613,تمويل مشروعات ازاي وعبارة عن إيه شراكه يعني,160
614,لو شركة مش مكودة ينفع اخد قرض مرتبي2400لو ينفع هاخد كام وأقرب فرع في الاسماعيلية,160
615,ياريت اتكلم مع البنك,160
616,لو سمحت قرض سداد مديونية بدون تحويل المرتب الأوراق ايه,160
617,يا جماعة احظرووووو كل البنوك الفايدة بتاعتها قلت ولو عايزين قرض يبقى البنك الاهلى او القاهرة او بنك مصر لاكن اللى بيحصل فى بقية البنوك ده نصب عالمى,160
618,ممكن تواصل\nشكرا,160
619,ممكن تواصل عمل حر,160
620,محتاج قرض,160
621,ببعتلك خاص,160
622,يعني ايه متكوده,160
623,راسلت حضرتك ع الخاص,160
624,متاح ف محافظه المنيا,160
625,السلام عليكم ممكن اعمل قرض انا شغل فى شركه قطاع خاص شركه فرجللو او فرج الله,160
626,محمد عبدة عبدو حاضر,160
627,شهاده دخل مفردات مرتب مختومه\nايصال مرافق حديث كهرباء\nصوره رقم قومي,160
628,المرتب ٢٠٠٠,160
629,ممكن قرض بضمان فيزا من بنك اخر مرتبي ١٥٠٠٠ واحتاج ١٠٠٠٠٠,160
630,مرتبى 2000عاوز اعمل قرض اتواصل ازاى مع البنك,160
631,برجاء توضيح طبيعة القرض المطلوب,160
632,انا كلمتك خاص,160
633,بعتلك خاص,160
634,ممكن التواصل لو سمحت,160
635,موظف خاص مرتبى 4000 عاوز اعمل قرض 25 الف شخصي اتواصل ازاى مع البنك,160
636,"موظف أو غير موظف ❌🧑🏻‍💻... بتحويل الراتب أو بدون تحويل 💵❌\nعشان متتعبش وتدور كتير ع القرض اللي أنت محتاجه، في #بنكي جمعنالك تفاصيل القرض الشخصي في كل البنوك المصرية 🏛في مكان واحد\nعشان تختار القرض والبنك الأفضل ليك\nكل ا…See More",160
637,قرض شخصي,160
638,"موظف أو غير موظف ❌🧑🏻‍💻... بتحويل الراتب أو بدون تحويل 💵❌\nعشان متتعبش وتدور كتير ع القرض اللي أنت محتاجه، في #بنكي جمعنالك تفاصيل القرض الشخصي في كل البنوك المصرية 🏛في مكان واحد\nعشان تختار القرض والبنك الأفضل ليك\nكل ا…See More",160
639,محمد ﺍﻟﻐﺮﺑﺎﻭﻱ حدد الوظيفه و الراتب و جهه العمل,160
640,طيب إذا واخد قرض من البنك اللى بقبض منه عادى ولا فى مشكله,160
641,ممكن رقم للتواصل,160
642,مع حضرتك فيزا مشتريات,162
643,برجاء توضيح طبيعة القرض المطلوب,162
644,منين حضرتك,162
645,أ- ناهد هتتواصل مع حضرتك فى أقرب وقت لتفاصيل أكثر\nNahed Elkhateeb,163
646,كنت عايز اعمل كارت مشترويات ايه الاوراق,163
647,اعملي تقسيط مع المدرسه احسن ليه تدفعي فوائد,163
648,هل فيه بنك بقسطايه البنك الى ممكن يقع مصاريف المدارس وأنا اققسطها,163
649,التمويل التعليمي من المصرف المتحد,163
650,ممكن اساعدك تاخد pos مجانا تبع مبادرة البنك المركزي\nتبع paymob,164
651,ايه paymob؟,164
652,بنك مصر,164
653,يعني ايه pos,164
654,برجاء توضيح استفسارك,165
655,محتاج مسؤول من بنك القاهره,165
656,ممكن ااواصل,167
657,احمد زيدان\nحدد الوظيفه و الراتب و جهه العمل لافاده اكتر,167
658,ازي سدلد مديونه,167
659,تفاصيل أكثر,167
660,عمار بحيرى\nراجع البوست كاملا,167
661,عمار بحيرى\nحدد الوظيفه و الراتب و جهه العمل لافاده اكتر من,167
662,طيب على كام شهر القسط دا لو موظف,167
663,تمويل عربيه بدون حظر وبدون تامين متاح,167
664,ممكن تواصل\n01112486214,167
665,فيه شراء مديونيه,167
666,اين فروع هذا البنك,167
667,القروض والاقساط المكتوبه على كام سنه ؟,167
668,انا عيزه ٢٥,167
669,الضوي مهيجه حدد الوظيفه و الراتب و جهه العمل,167
670,على كام سنه الأقساط دي,167
671,ممتاز,167
672,عايز اخد قرض انا عندي شركة لادارة المطاعم و المنشات السياحيه,167
673,ليها سجل تجاري و بطاقه ضريبيه,167
674,انا محتاج قرض وانا موظف ف شركه مش مكوده ينفع,167
675,لو سمحت كنت عايز اقدم على قرض,167
676,كلمت حضرتك خاص,167
677,متابع,167
678,مهتم,167
679,كشف حساب ٣ شهور .. طيب والايسكور,167
680,الوظيفة موارد بشرية\nالراتب 10 الاف بدون تحويل بنكى - المرتب مانيوال\nاحدى شركات القطاع الخاص,167
681,ممكن اتواصل معاك على الماسينجر و ابعتلك كل البيانات اللى محتاجها؟,167
682,السلام عليكم ممكن تتواصل معي فون\n01029899605,167
683,محمد السري حدد الوظيفه و الراتب و جهه العمل لافاده اكتر,167
684,مهتم,167
685,عملك,167
686,تفاصيل التمويل العقاري,167
687,بالتوفيق يارب,167
